#curie_map:
#  CHEMINF: http://semanticscience.org/resource/CHEMINF_
#  GO: http://purl.obolibrary.org/obo/GO_
#  bartoc: http://bartoc.org/en/node/
#  bioportal: http://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  edam: http://edamontology.org/
#  fairsharing: https://fairsharing.org/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  miriam: https://registry.identifiers.org/registry/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://bioregistry.io/metaregistry/prefixcommons/
#  re3data: https://www.re3data.org/repository/
#  rrid: 'https://scicrunch.org/resolver/RRID:'
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  togoid: https://togoid.dbcls.jp/ontology#
#  uniprot: http://purl.uniprot.org/uniprot/
#  wikidata: http://www.wikidata.org/entity/
#  xsd: http://www.w3.org/2001/XMLSchema#
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/refs/heads/main/exports/analyses/mapping_checking/mapping_embedding_similarities.tsv
#mapping_set_title: Bioregistry Mapping Similarity Analysis
#license: https://creativecommons.org/publicdomain/zero/1.0/
#issue_tracker: https://github.com/biopragmatics/bioregistry/issues
#extension_definitions:
#- slot_name: parts_used
#  type_hint: xsd:string
#- slot_name: reference_text
#  type_hint: xsd:string
#- slot_name: mapping_text
#  type_hint: xsd:string
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	similarity_score	parts_used	reference_text	mapping_text
bioregistry:imex	International Molecular Exchange	skos:exactMatch	n2t:imex	IMEx Consortium running at EBI	semapv:LexicalMatching	0.963232636	name,description,homepage	International Molecular Exchange The International Molecular Exchange (IMEx) is a consortium of molecular interaction databases which collaborate to share manual curation efforts and provide accessibility to multiple information sources. https://www.ebi.ac.uk/intact/	IMEx Consortium running at EBI The International Molecular Exchange (IMEx) is a consortium of molecular interaction databases which collaborate to share manual curation efforts and provide accessibility to multiple information sources. https://www.imexconsortium.org/
bioregistry:dev.ga4ghdos	Development Data Object Service	skos:exactMatch	n2t:dev.ga4ghdos	Data Object Service	semapv:LexicalMatching	0.963250518	name,description,homepage	Development Data Object Service Assists in resolving data across cloud resources. http://github.com/ga4gh/data-object-service-schemas	Data Object Service Assists in resolving data across cloud resources. http://github.com/ga4gh/data-object-service-schemas
bioregistry:vssocore	Vehicle Signal Specification Core Ontology	skos:exactMatch	tib:vssocore	VSSo Core: Vehicle Signal Specification Core Ontology. W3C First Public Working Draft 03 March 2022	semapv:LexicalMatching	0.963275015	name,description,homepage	Vehicle Signal Specification Core Ontology This ontology describes the car's attributes, branches and signals defined in the Vehicle Signal Specification. https://www.w3.org/TR/2022/WD-vsso-core-20220303/	VSSo Core: Vehicle Signal Specification Core Ontology. W3C First Public Working Draft 03 March 2022 This ontology describes the car's attributes, branches and signals defined in the Vehicle Signal Specification. https://www.w3.org/TR/2022/WD-vsso-core-20220303/
bioregistry:frbrer	Functional Requirements for Bibliographic Records Entity-Relationship Model	skos:exactMatch	lov:frbrer	FRBRer model	semapv:LexicalMatching	0.963286996	name,description,homepage	Functional Requirements for Bibliographic Records Entity-Relationship Model This is the element set of native RDF classes and properties described in the current text (Feb 2009) of the Functional Requirements for Bibliographic Records (FRBR) entity-relationship model. (from https://www.iflastandards.info/fr/frbr/frbrer.html) https://www.iflastandards.info/fr/frbr/frbrer	FRBRer model This is the element set of native RDF classes and properties described in the current text (Feb 2009) of the Functional Requirements for Bibliographic Records (FRBR) entity-relationship model. http://iflastandards.info/ns/fr/frbr/frbrer/
bioregistry:so	Sequence types and features ontology	skos:exactMatch	miriam:so	Sequence Ontology	semapv:LexicalMatching	0.963288248	name,description,homepage	Sequence types and features ontology The Sequence Ontology (SO) is a structured controlled vocabulary for the parts of a genomic annotation. It provides a common set of terms and definitions to facilitate the exchange, analysis and management of genomic data. http://www.sequenceontology.org/	Sequence Ontology The Sequence Ontology (SO) is a structured controlled vocabulary for the parts of a genomic annotation. It provides a common set of terms and definitions to facilitate the exchange, analysis and management of genomic data. http://bioportal.bioontology.org/ontologies/SO
bioregistry:poro	Porifera Ontology	skos:exactMatch	bioportal:PORO	Porifera Ontology	semapv:LexicalMatching	0.963309109	name,description	Porifera Ontology An ontology describing the anatomical structures and characteristics of Porifera (sponges) https://github.com/obophenotype/porifera-ontology	Porifera Ontology An ontology covering the anatomy of Porifera (sponges)
bioregistry:vo	Vaccine Ontology	skos:exactMatch	obofoundry:vo	Vaccine Ontology	semapv:LexicalMatching	0.963403523	name,description,homepage	Vaccine Ontology The Vaccine Ontology (VO) is a community-based biomedical ontology in the domain of vaccines and vaccination. VO aims to standardize vaccine types and annotations, integrate various vaccine data, and support computer-assisted reasoning. The VO supports basic vaccine R&D and clinical vaccine usage. VO is being developed as a community-based ontology with support and collaborations from the vaccine and bio-ontology communities. https://violinet.org/vaccineontology	Vaccine Ontology VO is a biomedical ontology in the domain of vaccine and vaccination. https://violinet.org/vaccineontology
bioregistry:aism	Ontology for the Anatomy of the Insect SkeletoMuscular system	skos:exactMatch	ontobee:AISM	Ontology for the Anatomy of the Insect SkeletoMuscular system (AISM)	semapv:LexicalMatching	0.963420749	name	Ontology for the Anatomy of the Insect SkeletoMuscular system The ontology for the Anatomy of the Insect SkeletoMuscular system (AISM) contains terms used to describe the cuticle - as a single anatomical structure - and the skeletal muscle system, to be used in insect biodiversity research. https://github.com/insect-morphology/aism	Ontology for the Anatomy of the Insect SkeletoMuscular system (AISM)
bioregistry:cmo	Clinical measurement ontology	skos:exactMatch	bioportal:CMO	Clinical Measurement Ontology	semapv:LexicalMatching	0.963428617	name,description,homepage	Clinical measurement ontology Morphological and physiological measurement records generated from clinical and model organism research and health programs. http://rgd.mcw.edu/rgdweb/ontology/search.html	Clinical Measurement Ontology The Clinical Measurement Ontology is designed to be used to standardize morphological and physiological measurement records generated from clinical and model organism research and health programs. https://rgd.mcw.edu/rgdweb/ontology/search.html
bioregistry:insdc.cds	INSDC CDS	skos:exactMatch	n2t:insdc.cds	INSDC CDS through NCBI	semapv:LexicalMatching	0.963432074	name,description,homepage	INSDC CDS The coding sequence or protein identifiers as maintained in INSDC. http://getentry.ddbj.nig.ac.jp	INSDC CDS through NCBI The coding sequence or protein identifiers as maintained in INSDC. https://www.ncbi.nlm.nih.gov/protein/
bioregistry:seed.compound	SEED Compound	skos:exactMatch	n2t:seed.compound	SEED Compound at Argonne National Laboratory	semapv:LexicalMatching	0.963473618	name,description,homepage	SEED Compound This cooperative effort, which includes Fellowship for Interpretation of Genomes (FIG), Argonne National Laboratory, and the University of Chicago, focuses on the development of the comparative genomics environment called the SEED. It is a framework to support comparative analysis and annotation of genomes, and the development of curated genomic data (annotation). Curation is performed at the level of subsystems by an expert annotator, across many genomes, and not on a gene by gene basis. This collection references subsystems. http://modelseed.org/	SEED Compound at Argonne National Laboratory This cooperative effort, which includes Fellowship for Interpretation of Genomes (FIG), Argonne National Laboratory, and the University of Chicago, focuses on the development of the comparative genomics environment called the SEED. It is a framework to support comparative analysis and annotation of genomes, and the development of curated genomic data (annotation). Curation is performed at the level of subsystems by an expert annotator, across many genomes, and not on a gene by gene basis. This collection references subsystems. http://modelseed.org/
bioregistry:obi	Ontology for Biomedical Investigations	skos:exactMatch	n2t:obi	OBI through Ontobee	semapv:LexicalMatching	0.963499188	name,description,homepage	Ontology for Biomedical Investigations The Ontology for Biomedical Investigations (OBI) project is developing an integrated ontology for the description of biological and clinical investigations. The ontology will represent the design of an investigation, the protocols and instrumentation used, the material used, the data generated and the type analysis performed on it. Currently OBI is being built under the Basic Formal Ontology (BFO). http://obi-ontology.org	OBI through Ontobee The Ontology for Biomedical Investigations (OBI) project is developing an integrated ontology for the description of biological and clinical investigations. The ontology will represent the design of an investigation, the protocols and instrumentation used, the material used, the data generated and the type analysis performed on it. Currently OBI is being built under the Basic Formal Ontology (BFO). http://www.ontobee.org/
bioregistry:faldo	Feature Annotation Location Description Ontology	skos:exactMatch	agroportal:FALDO	Feature Annotation Location Description Ontology	semapv:LexicalMatching	0.963538647	name,description,homepage	Feature Annotation Location Description Ontology It is a simple ontology to describe sequence feature positions and regions as found in GFF3, DBBJ, EMBL, GenBank files, UniProt, and many other bioinformatics resources http://biohackathon.org/resource/faldo	Feature Annotation Location Description Ontology FALDO is the Feature Annotation Location Description Ontology. It is a simple ontology to describe sequence feature positions and regions as found in GFF3, DBBJ, EMBL, GenBank files, UniProt, and many other bioinformatics resources. The aim of this ontology is to describe the position of a sequence region or a feature. It does not aim to describe features or regions itself, but instead depends on resources such as the Sequence Ontology or the UniProt core ontolgy. http://aber-owl.net/ontology/FALDO/#/
bioregistry:kenom.material	KENOM Material	skos:exactMatch	bartoc:20533	KENOM Material	semapv:LexicalMatching	0.96357131	name,description	KENOM Material Classification of materials used in KENOM portal. http://uri.gbv.de/terminology/kenom_material	KENOM Material Classification of materials used in KENOM portal.
bioregistry:omrse	Ontology for Modeling and Representation of Social Entities	skos:exactMatch	fairsharing:FAIRsharing.z0p37e	Ontology for Modeling and Representation of Social Entities	semapv:LexicalMatching	0.963594198	name,description,homepage	Ontology for Modeling and Representation of Social Entities The Ontology for Modeling and Representation of Social Entities (OMRSE) is an OBO Foundry ontology that represents the various entities that arise from human social interactions, such as social acts, social roles, social groups, and organizations. https://github.com/mcwdsi/OMRSE/wiki/OMRSE-Overview	Ontology for Modeling and Representation of Social Entities The Ontology for Modeling and Representation of Social Entities (OMRSE) is an OBO Foundry ontology that represents the various entities that arise from human social interactions, such as social acts, social roles, social groups, and organizations. For more information on the social entities represented in OMRSE, please visit our wiki page or list of publications. OMRSE is designed to be a mid-level ontology that bridges the gap between BFO, which it reuses for its top-level hierarchy, and more specific domain or application ontologies. For this reason, we are always open to working with ontology developers who want to build interoperability between their projects and OMRSE. https://github.com/mcwdsi/OMRSE
bioregistry:sty	UMLS Semantic Types Ontology	skos:exactMatch	bartoc:21017	UMLS Semantic Network	semapv:LexicalMatching	0.963611305	name,description,homepage	UMLS Semantic Types Ontology UMLS Semantic Network The Semantic Network consists of (1) a set of broad subject categories, or Semantic Types, that provide a consistent categorization of all concepts represented in the UMLS Metathesaurus, and (2) a set of useful and important relationships, or Semantic Relations, that exist between Semantic Types. https://lhncbc.nlm.nih.gov/semanticnetwork	UMLS Semantic Network The UMLS Semantic Network consists of (1) a set of broad subject categories, or Semantic Types, that provide a consistent categorization of all concepts represented in the UMLS Metathesaurus, and (2) a set of useful and important relationships, or Semantic Relations, that exist between Semantic Types. The Semantic Network is one of three UMLS Knowledge Sources developed as part of the Unified Medical Language System project. https://www.nlm.nih.gov/research/umls/knowledge_sources/semantic_network/index.html
bioregistry:polbase	PolBase	skos:exactMatch	integbio:nbdc02079	Polbase	semapv:LexicalMatching	0.963613153	name,description,homepage	PolBase Polbase is a database of DNA polymerases providing information on polymerase protein sequence, target DNA sequence, enzyme structure, sequence mutations and details on polymerase activity. http://polbase.neb.com/	Polbase Polbase is an open and searchable database providing information from published and unpublished sources on the biochemical, genetic, and structural information of DNA polymerases. https://polbase.neb.com/
bioregistry:prov	PROV Namespace	skos:exactMatch	lov:prov	W3C PROVenance Interchange	semapv:LexicalMatching	0.963722229	name,description,homepage	PROV Namespace The namespace name http://www.w3.org/ns/prov# is intended for use with the PROV family of documents that support the interchange of provenance on the web. https://www.w3.org/ns/prov	W3C PROVenance Interchange The namespace name http://www.w3.org/ns/prov# is intended for use with the PROV family of documents that support the interchange of provenance on the web. http://www.w3.org/TR/prov-o/
bioregistry:t3db	Toxin and Toxin Target Database	skos:exactMatch	edam:2662	T3DB	semapv:LexicalMatching	0.963747323	name,description	Toxin and Toxin Target Database Toxin and Toxin Target Database (T3DB) is a bioinformatics resource that combines detailed toxin data with comprehensive toxin target information. http://www.t3db.org/	T3DB Unique identifier of a toxin from the Toxin and Toxin Target Database (T3DB) database.
bioregistry:ideal	Intrinsically Disordered proteins with Extensive Annotations and Literature	skos:exactMatch	integbio:nbdc01456	Intrinsically Disordered proteins with Exten sive Annotations and Literatures	semapv:LexicalMatching	0.963755488	name,description,homepage	Intrinsically Disordered proteins with Extensive Annotations and Literature IDEAL provides a collection of knowledge on experimentally verified intrinsically disordered proteins. It contains manual annotations by curators on intrinsically disordered regions, interaction regions to other molecules, post-translational modification sites, references and structural domain assignments. https://www.ideal-db.org	Intrinsically Disordered proteins with Exten sive Annotations and Literatures This is a collection of knowledge on experimentally verified intrinsically disordered proteins. It contains manual annotations by curators on intrinsically disordered regions, interaction regions to other molecules, post-translational modification sites, references, and structural domain assignment. This database allows to browse by a list or search using keywords or BLAST. Data are downloadable with a XML file. https://www.ideal-db.org
bioregistry:orthodb	OrthoDB	skos:exactMatch	prefixcommons:orthodb	Database of Orthologous Groups	semapv:LexicalMatching	0.963779092	name,description,homepage	OrthoDB OrthoDB presents a catalog of eukaryotic orthologous protein-coding genes across vertebrates, arthropods, and fungi. Orthology refers to the last common ancestor of the species under consideration, and thus OrthoDB explicitly delineates orthologs at each radiation along the species phylogeny. The database of orthologs presents available protein descriptors, together with Gene Ontology and InterPro attributes, which serve to provide general descriptive annotations of the orthologous groups https://www.orthodb.org	Database of Orthologous Groups OrthoDB presents a catalog of eukaryotic orthologous protein-coding genes. Orthology refers to the last common ancestor of the species under consideration, and thus OrthoDB explicitly delineates orthologs at each radiation along the species phylogeny. http://cegg.unige.ch/orthodb/browse
bioregistry:one	Ontology for Nutritional Epidemiology	skos:exactMatch	ontobee:ONE	Ontology for Nutritional Epidemiology	semapv:LexicalMatching	0.963780522	name	Ontology for Nutritional Epidemiology An ontology to standardize research output of nutritional epidemiologic studies. https://github.com/cyang0128/Nutritional-epidemiologic-ontologies	Ontology for Nutritional Epidemiology
bioregistry:peptideatlas.peptide	PeptideAtlas Peptide	skos:exactMatch	integbio:nbdc01812	PeptideAtlas	semapv:LexicalMatching	0.963781476	name,description,homepage	PeptideAtlas Peptide The PeptideAtlas Project provides a publicly accessible database of peptides identified in tandem mass spectrometry proteomics studies and software tools. http://www.peptideatlas.org/	PeptideAtlas The PeptideAtlas Project provides a publicly-accessible database of peptides identified in tandem mass spectrometry proteomics studies and software tools. Mass spectrometer output files are collected for human, mouse, yeast, and several other organisms, and sequence and spectral library searches are applied. Analyses are performed to produce a probability of correct identification for all results in a uniform manner, together with false discovery rates at the whole-atlas level. http://www.peptideatlas.org
bioregistry:nasc	NASC code	skos:exactMatch	prefixcommons:nasc	Nottingham Arabidopsis Stock Centre Seeds Database	semapv:LexicalMatching	0.963810802	name,description,homepage	NASC code The Nottingham Arabidopsis Stock Centre (NASC) provides seed and information resources to the International Arabidopsis Genome Programme and the wider research community. http://arabidopsis.info/	Nottingham Arabidopsis Stock Centre Seeds Database The Nottingham Arabidopsis Stock Centre (NASC) provides seed and information resources to the International Arabidopsis Genome Programme and the wider research community. http://arabidopsis.info
bioregistry:atcc	American Type Culture Collection	skos:exactMatch	n2t:atcc	ATCC in Virginia	semapv:LexicalMatching	0.963818908	name,description,homepage	American Type Culture Collection The American Type Culture Collection (ATCC) is a private, nonprofit biological resource center whose mission focuses on the acquisition, authentication, production, preservation, development and distribution of standard reference microorganisms, cell lines and other materials for research in the life sciences. https://www.lgcstandards-atcc.org	ATCC in Virginia The American Type Culture Collection (ATCC) is a private, nonprofit biological resource center whose mission focuses on the acquisition, authentication, production, preservation, development and distribution of standard reference microorganisms, cell lines and other materials for research in the life sciences. http://www.atcc.org/
bioregistry:pfam	Pfam protein family	skos:exactMatch	prefixcommons:pfam	Sanger Pfam Mirror	semapv:LexicalMatching	0.964079618	name,description,homepage	Pfam protein family The Pfam database contains information about protein domains and families. For each entry a protein sequence alignment and a Hidden Markov Model is stored. https://www.ebi.ac.uk/interpro/	Sanger Pfam Mirror The Pfam database contains information about protein domains and families. For each entry a protein sequence alignment and a Hidden Markov Model is stored. http://pfam.sanger.ac.uk/
bioregistry:narcis	National Academic Research and Collaborations Information System	skos:exactMatch	n2t:narcis	NARCIS at The Hague	semapv:LexicalMatching	0.964109004	name,description,homepage	National Academic Research and Collaborations Information System NARCIS provides access to scientific information, including (open access) publications from the repositories of all the Dutch universities, KNAW, NWO and a number of research institutes, which is not referenced in other citation databases. http://www.narcis.nl	NARCIS at The Hague NARCIS provides access to scientific information, including (open access) publications from the repositories of all the Dutch universities, KNAW, NWO and a number of research institutes, which is not referenced in other citation databases. http://www.narcis.nl/?Language=en
bioregistry:macie	Mechanism, Annotation and Classification in Enzymes	skos:exactMatch	miriam:macie	MACiE	semapv:LexicalMatching	0.964169979	name,description,homepage	Mechanism, Annotation and Classification in Enzymes MACiE (Mechanism, Annotation and Classification in Enzymes) is a database of enzyme reaction mechanisms. Each entry in MACiE consists of an overall reaction describing the chemical compounds involved, as well as the species name in which the reaction occurs. The individual reaction stages for each overall reaction are listed with mechanisms, alternative mechanisms, and amino acids involved. https://www.ebi.ac.uk/thornton-srv/m-csa/about/	MACiE MACiE (Mechanism, Annotation and Classification in Enzymes) is a database of enzyme reaction mechanisms. Each entry in MACiE consists of an overall reaction describing the chemical compounds involved, as well as the species name in which the reaction occurs. The individual reaction stages for each overall reaction are listed with mechanisms, alternative mechanisms, and amino acids involved. https://www.ebi.ac.uk/thornton-srv/m-csa/about/
bioregistry:elsst	European Language Social Science Thesaurus	skos:exactMatch	bartoc:14	European Language Social Science Thesaurus	semapv:LexicalMatching	0.964181542	name,description,homepage	European Language Social Science Thesaurus The European Language Social Science Thesaurus (ELSST) is a broad-based, multilingual thesaurus for the social sciences. It is owned and published by the Consortium of European Social Science Data Archives (CESSDA) and its national Service Providers. The thesaurus consists of over 3,000 concepts and covers the core social science disciplines: politics, sociology, economics, education, law, crime, demography, health, employment, information and communication technology and, increasingly, environmental science. [from homepage] https://elsst.cessda.eu/id/3	European Language Social Science Thesaurus The European Language Social Science Thesaurus (ELSST) is a broad-based, multilingual thesaurus for the social sciences. It is owned and published by the Consortium of European Social Science Data Archives (CESSDA) and its national Service Providers. The thesaurus consists of over 3,400 concepts and covers the core social science disciplines: politics, sociology, economics, education, law, crime, demography, health, employment, information and communication technology, and environmental science. ELSST is currently available in 15 languages: Czech, Dutch, English, Finnish, French, German, Greek, Hungarian, Icelandic, Lithuanian, Norwegian, Romanian, Slovenian, Spanish, and Swedish. Work for the latest release of ELSST (Release 6-2025) has focused on updating the DEMOGRAPHY hierarchy and related terms, in consultation with international demography experts. Changes include additional terms to improve coverage of vital statistics (such as births, marriages, cohabitation, civil partnerships and deaths) and updated definitions for existing terms. ELSST is also used for data discovery within CESSDA and facilitates access to data resources across Europe, independent of domain, resource, language or vocabulary. For ease of use, a bidirectional link has been established between ELSST and the CESSDA Data Catalogue (CDC), which contains descriptions of more than 40,000 data collections held by CESSDA’s Service Providers, originating from over 20 European countries. https://elsst.cessda.eu/
bioregistry:doid	Human Disease Ontology	skos:exactMatch	n2t:doid	Human Disease Ontology at Northwestern University	semapv:LexicalMatching	0.96418637	name,description,homepage	Human Disease Ontology The Disease Ontology has been developed as a standardized ontology for human disease with the purpose of providing the biomedical community with consistent, reusable and sustainable descriptions of human disease terms, phenotype characteristics and related medical vocabulary disease concepts. https://disease-ontology.org	Human Disease Ontology at Northwestern University The Disease Ontology has been developed as a standardized ontology for human disease with the purpose of providing the biomedical community with consistent, reusable and sustainable descriptions of human disease terms, phenotype characteristics and related medical vocabulary disease concepts. http://disease-ontology.org/
bioregistry:umbbd.reaction	EAWAG Biocatalysis/Biodegradation Database reaction	skos:exactMatch	n2t:umbbd.reaction	Biocatalysis/Biodegradation Database Mirror (Reaction) at ETH Zurich	semapv:LexicalMatching	0.964204967	name,description,homepage	EAWAG Biocatalysis/Biodegradation Database reaction The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to reaction information. http://umbbd.ethz.ch/	Biocatalysis/Biodegradation Database Mirror (Reaction) at ETH Zurich The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to reaction information. http://umbbd.ethz.ch/
bioregistry:gsso	Gender, Sex, and Sexual Orientation Ontology	skos:exactMatch	ontobee:GSSO	Gender, Sex, and Sexual Orientation (GSSO) ontology	semapv:LexicalMatching	0.964236259	name	Gender, Sex, and Sexual Orientation Ontology The Gender, Sex, and Sexual Orientation (GSSO) ontology is an interdisciplinary ontology connecting terms from biology, medicine, psychology, sociology, and gender studies, aiming to bridge gaps between linguistic variations inside and outside of the health care environment. A large focus of the ontology is its consideration of LGBTQIA+ terminology. https://gsso.research.cchmc.org/	Gender, Sex, and Sexual Orientation (GSSO) ontology
bioregistry:cl	Cell Ontology	skos:exactMatch	n2t:cl	Cell Type Ontology through BioPortal	semapv:LexicalMatching	0.964271426	name,description,homepage	Cell Ontology The Cell Ontology is designed as a structured controlled vocabulary for cell types. The ontology was constructed for use by the model organism and other bioinformatics databases, incorporating cell types from prokaryotes to mammals, and includes plants and fungi. https://obophenotype.github.io/cell-ontology/	Cell Type Ontology through BioPortal The Cell Ontology is designed as a structured controlled vocabulary for cell types. The ontology was constructed for use by the model organism and other bioinformatics databases, incorporating cell types from prokaryotes to mammals, and includes plants and fungi. http://bioportal.bioontology.org/ontologies/CL
bioregistry:plana	Planarian Anatomy and Schmidtea mediterranean Developmental Stage Ontology	skos:exactMatch	bioportal:PLANA	Planarian Anatomy and Developmental Stage Ontolgoy	semapv:LexicalMatching	0.964278281	name,description,homepage	Planarian Anatomy and Schmidtea mediterranean Developmental Stage Ontology PLANA, the PLANarian Anatomy Ontology, encompasses the anatomy of developmental stages and adult biotypes of Schmidtea mediterranea. https://github.com/obophenotype/planaria-ontology	Planarian Anatomy and Developmental Stage Ontolgoy Anatomy ontology for planaria and terms specific to the developmental stages of the planarian Schmidtea mediterranea. https://github.com/obophenotype/planaria-ontology
bioregistry:cmpo	Cellular Microscopy Phenotype Ontology	skos:exactMatch	fairsharing:FAIRsharing.knp11s	The Cellular Microscopy Phenotype Ontology	semapv:LexicalMatching	0.964286923	name,description,homepage	Cellular Microscopy Phenotype Ontology CMPO is a species neutral ontology for describing general phenotypic observations relating to the whole cell, cellular components, cellular processes and cell populations. http://www.ebi.ac.uk/cmpo	The Cellular Microscopy Phenotype Ontology The Cellular Microscopy Phenotype Ontology (CMPO) provides a species-neutral controlled vocabulary for describing phenotypic qualities relating to the whole cell, cellular components, cellular processes and cell populations. Terms from CMPO are being used to annotate phenotype descriptions from high-content screening databases and cellular image repositories. http://www.ebi.ac.uk/cmpo/
bioregistry:maxo	Medical Action Ontology	skos:exactMatch	obofoundry:maxo	Medical Action Ontology	semapv:LexicalMatching	0.964298308	name,description,homepage	Medical Action Ontology An ontology to represent medically relevant actions, procedures, therapies, interventions, and recommendations. https://github.com/monarch-initiative/MAxO	Medical Action Ontology The Medical Action Ontology (MAxO) provides a broad view of medical actions and includes terms for medical procedures, interventions, therapies, treatments, and recommendations. https://github.com/monarch-initiative/MAxO
bioregistry:scopus.work	Scopus Work	skos:exactMatch	wikidata:P1154	Scopus EID	semapv:LexicalMatching	0.964361608	name,description,homepage	Scopus Work unique academic work identifier assigned in Scopus bibliographic database https://www.scopus.com	Scopus EID unique academic work identifier assigned in Scopus bibliographic database https://plu.mx/
bioregistry:disprot	DisProt	skos:exactMatch	re3data:r3d100010561	DisProt	semapv:LexicalMatching	0.964386106	name,description,homepage	DisProt DisProt is a database of intrinsically disordered proteins and protein disordered regions, manually curated from literature. https://disprot.org/	DisProt The Database of Protein Disorder (DisProt) is a curated database that provides information about proteins that lack fixed 3D structure in their putatively native states, either in their entirety or in part. DisProt is a community resource annotating protein sequences for intrinsically disorder regions from the literature. It classifies intrinsic disorder based on experimental methods and three ontologies for molecular function, transition and binding partner. https://www.disprot.org/
bioregistry:ideal	Intrinsically Disordered proteins with Extensive Annotations and Literature	skos:exactMatch	pathguide:701	Intrinsically Disordered proteins with Extensive Annotations and Literature	semapv:LexicalMatching	0.964401484	name,homepage	Intrinsically Disordered proteins with Extensive Annotations and Literature IDEAL provides a collection of knowledge on experimentally verified intrinsically disordered proteins. It contains manual annotations by curators on intrinsically disordered regions, interaction regions to other molecules, post-translational modification sites, references and structural domain assignments. https://www.ideal-db.org	Intrinsically Disordered proteins with Extensive Annotations and Literature http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL/
bioregistry:acl	Basic Access Control ontology	skos:exactMatch	lov:acl	Basic Access Control ontology	semapv:LexicalMatching	0.964406729	name,description,homepage	Basic Access Control ontology The Basic Access Control ontology describes how access rights (access control) are defined on the web. http://www.w3.org/wiki/WebAccessControl	Basic Access Control ontology Defines the element of Authorization and its essential properties,   and also some classes of access such as read and write. http://www.w3.org/wiki/WebAccessControl
bioregistry:pride	Proteomics Identification Database Ontology	skos:exactMatch	miriam:pride	PRIDE	semapv:LexicalMatching	0.964429438	name,description,homepage	Proteomics Identification Database Ontology The PRIDE PRoteomics IDEntifications database is a centralized, standards compliant, public data repository that provides protein and peptide identifications together with supporting evidence. This collection references experiments and assays. https://github.com/PRIDE-Utilities/pride-ontology	PRIDE The PRIDE PRoteomics IDEntifications database is a centralized, standards compliant, public data repository that provides protein and peptide identifications together with supporting evidence. This collection references experiments and assays. https://www.ebi.ac.uk/pride/
bioregistry:ncbiprotein	NCBI Protein	skos:exactMatch	integbio:nbdc00636	NCBI Protein	semapv:LexicalMatching	0.964452267	name,description,homepage	NCBI Protein The Protein database is a collection of sequences from several sources, including translations from annotated coding regions in GenBank, RefSeq and TPA, as well as records from SwissProt, PIR, PRF, and PDB. https://www.ncbi.nlm.nih.gov/protein	NCBI Protein NCBI Protein is a collection of amino acid sequences from several sources, including translations from annotated coding regions in GenBank, RefSeq and TPA, as well as records from SwissProt, PIR, PRF, and PDB. A record includes the amino acid sequence, organism information, literature, links to other NCBI databases such as BioProject, BioSample, etc. https://www.ncbi.nlm.nih.gov/protein
bioregistry:bgee.organ	Bgee organ	skos:exactMatch	n2t:bgee.organ	Bgee at Lausanne	semapv:LexicalMatching	0.964465022	name,description,homepage	Bgee organ Bgee is a database of gene expression patterns within particular anatomical structures within a species, and between different animal species. This collection refers to anatomical structures. http://bgee.unil.ch/bgee/bgee	Bgee at Lausanne Bgee is a database of gene expression patterns within particular anatomical structures within a species, and between different animal species. This collection refers to anatomical structures. http://bgee.unil.ch/bgee/bgee
bioregistry:sabiork.reaction	SABIO-RK Reaction	skos:exactMatch	prefixcommons:sabiork.reaction	SABIO-RK Reaction Record	semapv:LexicalMatching	0.964508951	name,description	SABIO-RK Reaction SABIO-RK is a relational database system that contains information about biochemical reactions, their kinetic equations with their parameters, and the experimental conditions under which these parameters were measured. The reaction data set provides information regarding the organism in which a reaction is observed, pathways in which it participates, and links to further information. http://sabiork.h-its.org/	SABIO-RK Reaction Record The reaction data set provides information regarding the organism in which a reaction is observed, pathways in which it participates, and links to further information.
bioregistry:osf	Open Science Framework	skos:exactMatch	wikidata:P7238	Open Science Framework ID	semapv:LexicalMatching	0.964626729	name,description	Open Science Framework ID in osf.io https://osf.io	Open Science Framework ID ID in osf.io
