prefix	name	alt_name	homepage
nbdc00767	EM Navigator	3D Electron Microscopy (3D-EM) Data Navigator	http://pdbj.org/emnavi/?&lang=en
nbdc00769	Yorodumi		https://pdbj.org/emnavi/quick.php?lang=en
nbdc00770	Protein Globe		http://www.pdbj.org/globe/
nbdc00771	VegMarks	a DNA marker database for vegitables	https://vegmarks.nivot.affrc.go.jp/VegMarks/app/page/home
nbdc00776	Illustrated Encyclopedia of Forage Crop Diseases		http://www.naro.affrc.go.jp/org/nilgs/diseases/detitle.html
nbdc00781	MINDS	Medical Information Network Distribution Service	https://minds.jcqhc.or.jp/english/english.php
nbdc00782	Trifolium pratense EST Index		https://www.kazusa.or.jp/e/plant/red_clover/EST/
nbdc00783	MassBase	A comprehensive mass spectral tags archive for plant metabolomics	http://webs2.kazusa.or.jp/massbase/index.php/
nbdc00784	RnR	Regulatory-network Research in Arabidopsis T87 cultured cells	http://webs2.kazusa.or.jp/kagiana/rnr/
nbdc00785	NEDO database	New Energy and Industrial Technology Development Organization Database	http://www.kazusa.or.jp/NEDO/
nbdc00787	Streptococcus pyogenes		http://genome.bio.titech.ac.jp/bacteria/spyo/index.html
nbdc00792	APASD	Asian-Pacific Alien Species Database	http://www.naro.affrc.go.jp/archive/niaes/techdoc/apasd/
nbdc00793	JECDB	Japan Existing Chemical Data Base	http://dra4.nihs.go.jp/mhlw_data/jsp/SearchPageENG.jsp
nbdc00795	NBRC (Biological Resource Center, NITE)		http://www.nite.go.jp/en/nbrc/cultures/index.html
nbdc00796	GGDB	GlycoGene Database	https://acgg.asia/ggdb2/
nbdc00798	LfDB	Lectin Frontier Database	https://acgg.asia/lfdb2
nbdc00799	GMDB	Glycan Mass Spectral DataBase	https://jcggdb.jp/rcmg/glycodb/Ms_ResultSearch
nbdc00801	Rat Brain Sections: Super-fine images		http://riodb.ibase.aist.go.jp/rio-archive/frame.cgi?EDB055
nbdc00802	ProSeg	A database of local structures of protein segments	http://riodb.ibase.aist.go.jp/proseg/
nbdc00803	Invasive Species of Japan		http://www.nies.go.jp/biodiversity/invasive/index_en.html
nbdc00805	Taxonomy icon		http://togodb.biosciencedbc.jp/togodb/view/taxonomy_icon_en
nbdc00806	TogoTV		https://togotv.dbcls.jp/en
nbdc00807	PODB3	Plant Organelles Database 3	http://podb.nibb.ac.jp/Organellome
nbdc00808	Glycoforum		http://www.glycoforum.gr.jp/index.html
nbdc00815	DBGET Search - ENZYME		http://www.genome.jp/dbget-bin/www_bfind?enzyme
nbdc00817	KEGG ORTHOLOGY (KO) Database	Linking genomes to pathways by ortholog annotation	http://www.genome.jp/kegg/ko.html
nbdc00819	DBGET Search - RPAIR		http://www.genome.jp/dbget-bin/www_bfind?rpair
nbdc00820	DBGET Search - VGENES		http://www.genome.jp/dbget-bin/www_bfind?vgenes
nbdc00821	DBGET Search - VGENOME		http://www.genome.jp/dbget-bin/www_bfind?vgenome
nbdc00822	3D MR Microscopy of Human Development by Kyoto & Tsukuba Universities		http://www.bk.tsukuba.ac.jp/~mrlab/human_embryos/index.html
nbdc00831	Proteopedia		http://www.proteopedia.org/
nbdc00832	Protein Quaternary Structure		http://www.ebi.ac.uk/pdbe/pqs/
nbdc00837	BodyParts3D		http://lifesciencedb.jp/bp3d/?lng=en
nbdc00838	Budding yeast cDNA sequencing project		http://itolab.med.kyushu-u.ac.jp//GCap/
nbdc00839	AcEST	Adiantum capillus-veneris EST	http://togodb.dbcls.jp/acest
nbdc00840	CSDB	Carbohydrate Structure Database	http://csdb.glycoscience.ru
nbdc00841	PubMeth	Reviewed methylation database in cancer	http://www.pubmeth.org/
nbdc00842	3D Lectin Database		http://lectin3d.cermav.cnrs.fr/search.php
nbdc00843	YMP	Yeast Mitochondrial Proteome 2-D database	http://www.biochem.oulu.fi/proteomics/ymp.html
nbdc00847	Morning Glories Database		http://mg.biology.kyushu-u.ac.jp/Yoneda_DB/E/menu.html
nbdc00849	TOBIKOBACHI		http://konchudb.agr.agr.kyushu-u.ac.jp/tobikobachi/index-e.html
nbdc00850	HANABACHI		http://konchudb.agr.agr.kyushu-u.ac.jp/hanabachi/
nbdc00851	ELKUType		http://elkutype.aiic.jp
nbdc00856	DBGET Search - DGENES		http://www.genome.jp/dbget-bin/www_bfind?dgenes
nbdc00857	DBGET Search - EGENES		http://www.genome.jp/dbget-bin/www_bfind?egenes
nbdc00858	KEGG MGENES		https://www.genome.jp/mgenes/
nbdc00866	Illustrated Guide of Marine Mammals		http://www.kahaku.go.jp/english/research/db/zoology/marmam/pictorial_book/index.html
nbdc00867	EMBRYS	Embryonic Gene Expression Database for Biomedical Research Source	https://www.embrys.jp/embrys/html/MainMenu.html
nbdc00870	EPFDB	Entomopathogenic Fungi Database	http://www.naro.affrc.go.jp/org/fruit/epfdb/Ebun/Eindex.htm
nbdc00875	RRDB	Rice Research Database	http://www.pgcdna.co.jp/igs_system/abstract_e.html
nbdc00881	UMIN	University hospital Medical Information Network	http://www.umin.ac.jp/english/
nbdc00883	TMIG-2DPAGE Proteome Database		http://www.proteome.jp/2D/
nbdc00892	Database of Plant Diseases in Japan		http://www.gene.affrc.go.jp/databases-micro_pl_diseases_en.php
nbdc00893	NIAS Genebank : Illustrations of Plant		http://www.gene.affrc.go.jp/databases-plant_images_en.php
nbdc00894	NIAS Genebank : Illustrations of animal / insects		http://www.gene.affrc.go.jp/databases-animal_images_en.php
nbdc00895	NIAS Genebank : Databases		http://www.gene.affrc.go.jp/databases_en.php
nbdc00896	MgNEST-DB	Magnaporthe grisea EST Database	http://mg.dna.affrc.go.jp/
nbdc00900	GLYCOSCIENCES.de		http://www.glycosciences.de/index.php
nbdc00901	AffinDB	Affynity Database For Protein-Ligand Complexes	http://pc1664.pharmazie.uni-marburg.de/affinity/index.php
nbdc00902	tRNAdb	Transfer RNA Database	http://trna.bioinf.uni-leipzig.de/DataOutput/
nbdc00904	JASPAR		http://jaspar.genereg.net/
nbdc00905	Human Protein Atlas		https://www.proteinatlas.org
nbdc00906	GlycoSuite		http://glycosuitedb.expasy.org/glycosuite/glycodb
nbdc00910	Animal Genome Size Database		http://www.genomesize.com/search.php
nbdc00912	Plant DNA C-value Database		http://data.kew.org/cvalues/
nbdc00913	BioCarta	Charting Pathways of Life	http://www.genecarta.com
nbdc00914	PMN	Plant Metabolic Network	http://www.plantcyc.org/
nbdc00915	Geneimprint		http://www.geneimprint.com/
nbdc00917	GenProtEC (E. Coli genome and proteome database)		http://genprotec.mbl.edu/
nbdc00918	Cancer Genes		http://cbio.mskcc.org/CancerGenes/Select.action
nbdc00919	Pathway Interaction Database		http://pid.nci.nih.gov/
nbdc00920	GDC Data Portal	Genomic Data Commons Data Portal	https://portal.gdc.cancer.gov
nbdc00922	Cancer Types Studied in DCEG		https://dceg.cancer.gov/research/cancer-types
nbdc00923	HIV-1, Human Protein Interaction Database		http://www.ncbi.nlm.nih.gov/RefSeq/HIVInteractions/
nbdc00925	Health Information		http://health.nih.gov/
nbdc00926	GAD	Genetic Association Database	http://geneticassociationdb.nih.gov/
nbdc00927	BBID	Biological Biochemical Image Database	http://bbid.grc.nia.nih.gov/
nbdc00928	LactMed	Drugs and Lactation Database	https://www.ncbi.nlm.nih.gov/books/NBK501922/?report=classic
nbdc00929	TOXNET	Toxicology Data Network	http://toxnet.nlm.nih.gov/
nbdc00931	IRIS	Integrated Risk Information System	https://www.epa.gov/iris
nbdc00932	CCRIS	Chemical Carcinogenesis Research Information System	http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlgen?CCRIS
nbdc00933	TOXLINE	Toxicology Literature Online	http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlgen?TOXLINE
nbdc00934	DART	Developmental and Reproductive Toxicology Database	http://toxnet.nlm.nih.gov/newtoxnet/dart.htm
nbdc00935	GENE-TOX	Genetic Toxicology Data Bank	http://toxnet.nlm.nih.gov/cgi-bin/sis/htmlgen?GENETOX
nbdc00936	ITER	International Toxicity Estimates for Risk	http://www.iter.tera.org
nbdc00937	GtRNAdb	Genomic tRNA Database	http://gtrnadb.ucsc.edu/
nbdc00938	The Multi-Dimensional Human Embryo		https://embryo.stamps.umich.edu/index.html
nbdc00939	ChromatinDB		http://www.bioinformatics2.wsu.edu/cgi-bin/ChromatinDB/cgi/visualize_select.pl
nbdc00940	IMPC	International Mouse Phenotyping Consortium	http://www.mousephenotype.org
nbdc00943	RGRC	Rice Genome Resource Center	http://www.rgrc.dna.affrc.go.jp/
nbdc00945	The Rice Growth Monitoring System (Archive)		https://dbarchive.biosciencedbc.jp/en/agritogo-rice-phenome/desc.html
nbdc00946	Genome Methylation Database		http://lyso.gs.dna.affrc.go.jp/
nbdc00947	NIAS Oryza SNP Database		http://oryza-snp.dna.affrc.go.jp/en/index_en.html
nbdc00948	RiceXPro	Rice Expression Profile Database	http://ricexpro.dna.affrc.go.jp/
nbdc00949	Koshihikari vs Nipponbare SNP Database		http://koshigenome.dna.affrc.go.jp/
nbdc00950	SGP	SILKWORM GENOME RESEARCH PROGRAM	http://sgp.dna.affrc.go.jp/
nbdc00951	KAIKOcDNA		http://sgp.dna.affrc.go.jp/EST/
nbdc00953	DGBY	Database for Gene function and expression of Baker's Yeast	http://www.naro.affrc.go.jp/org/nfri/english/Useful/yeast/index.html
nbdc00954	Open TG-GATEs		http://toxico.nibiohn.go.jp/english/index.html
nbdc00958	Laboratory Animal Resource Bank		https://animal.nibiohn.go.jp/index.html.en
nbdc00959	Mouse BAC browser		http://analysis2.lab.nig.ac.jp/mouseBrowser/cgi-bin/index.cgi?org=mm
nbdc00960	RA target genes in the Ciona embryo		http://www.cc.kochi-u.ac.jp/~tatataa/RA/RA-targets.html
nbdc00961	The NAISTrap database		http://bsw3.aist-nara.ac.jp/kawaichi/3kenfile/index.html
nbdc00963	Society Catalog (Archive)		https://dbarchive.biosciencedbc.jp/en/lsdb-academycatalog/desc.html
nbdc00964	Life Science Projects in Japan		http://togodb.biosciencedbc.jp/togodb/view/lsdb_project_en
nbdc00967	AGE	Ancient Genome Encyclopedia	http://www.ddbj.nig.ac.jp/aDNA
nbdc00968	BodyMap	Human and mouse gene expression database	http://bodymap.ims.u-tokyo.ac.jp
nbdc00969	BodyMap-Xs	anatomical and taxonomical breakdown of animal EST	http://bodymap.genes.nig.ac.jp/
nbdc00970	HOMOPHILA	Human Disease to Drosophila Gene Database	http://superfly.ucsd.edu/homophila
nbdc00971	PRIME	Protein interaction and Molecular information database	http://prime.ontology.hgc.jp:8081/
nbdc00972	ProLINT	Database for Protein-Ligand Interactions	http://dna01.bse.kyutech.ac.jp/jouhou/prolint/prolint.html
nbdc00998	IRSLDB	Infrared and Raman Spectroscopy Literature Data Base	http://irsldb.pu-toyama.ac.jp/
nbdc01007	PINT	Protein-protein Interactions Thermodynamic Database	http://www.bioinfodatabase.com/pint/index.html
nbdc01009	SAGEmap	Serical Analysis of Gene Expression Tag to Gene Mapping	http://www.ncbi.nlm.nih.gov/SAGE/
nbdc01020	ASAP II	the Alternative Splicing Annotation Project II	http://fold.doe-mbi.ucla.edu/ASAP2/
nbdc01021	BAInt	Base-Amino Acid Interactions Database	http://gibk26.bio.kyutech.ac.jp/jouhou/baint/baint.html
nbdc01022	BISMaL	The Biological Information System for Marine Life	https://www.godac.jamstec.go.jp/bismal/e/
nbdc01023	Blood SAGE		http://bloodsage.gi.k.u-tokyo.ac.jp
nbdc01024	C. elegans RNAi Phenome Database		http://omicspace.riken.jp/Ce/rnai/jsp/index.jsp
nbdc01025	CELLPEDIA		http://cellpedia.cbrc.jp/cgi-bin/index.cgi
nbdc01026	CIPRO	Ciona intestinalis Protein Database	http://cipro.ibio.jp/current/
nbdc01027	DART		http://dandelion.liveholonics.com/dart/index.php
nbdc01028	Database for Protein-3000 Project		http://p3krs.protein.osaka-u.ac.jp/p3kdb/v_menu.php
nbdc01029	DNA database (DDBJ/EMBL/GenBank=INSD) overview and search		http://lifesciencedb.jp/ddbj-e/
nbdc01030	Full-Mite	House Dust Mite Full-Length cDNA Database (Dermatophagoides farinae)	http://fullmite.hgc.jp/
nbdc01031	GISSD	Group I Intron Sequence and Structure Database	http://www.rna.whu.edu.cn/gissd/
nbdc01032	Glycoconjugate Data Bank		http://bibi.sci.hokudai.ac.jp/
nbdc01034	IBRG	Image Bioinformatics Research Group	http://www.bioimage.org/ibrg/index.php/Image_Bioinformatics_Research_Group
nbdc01035	InSatDb	Insect Microsatellite Database	http://cdfd.org.in/INSATDB/home.php
nbdc01036	Islander	Database of Genomic Islands	https://bioinformatics.sandia.gov/islander/index.html
nbdc01037	Kinase Pathway Database		http://kinasedb.ontology.hgc.jp:8081/
nbdc01039	MICAS	Microsatellite Analysis Server 3.0	http://www.mcr.org.in/micas/
nbdc01040	Molecules To Go		http://helixweb.nih.gov/cgi-bin/pdb
nbdc01042	PrognoScan	A new database for meta-analysis of the prognostic value of genes	http://dna00.bio.kyutech.ac.jp/PrognoScan/
nbdc01043	ProNuc	Protein-Nucleic Acid Complex Database	http://gibk26.bio.kyutech.ac.jp/jouhou/pronuc/pronuc.html
nbdc01044	RIKEN Arabidopsis cDNA Encyclopedia DNABook		http://219.121.17.221/DNABook_DB/VIEW/Book_Top.php?BOOK_ID=BOOK_4
nbdc01045	SNPSTR	A database of compound microsatellite-SNP markers	http://www.sbg.bio.ic.ac.uk/~ino/SNPSTRdatabase.html
nbdc01046	Streptomyces griseus IFO 13350 Genome		http://park.itc.u-tokyo.ac.jp/hakko/genome.html
nbdc01047	TriFLDB	Triticeae Full-Length CDS Database	http://trifldb.psc.riken.jp/v3/index.pl
nbdc01048	TriMEDB	Triticeae Mapped EST Database	http://trimedb.psc.riken.jp/index.pl
nbdc01049	worm UTRome	C.elegans 3'UTR Database	http://tomato.biodesign.asu.edu/cgi-bin/UTRome/utrome.cgi
nbdc01050	WFCC	World Federation for Culture Collections	http://www.wfcc.info/
nbdc01052	Database of AQUATIC ORGANISUMS		http://aquadb.fra.affrc.go.jp/~aquadb/index_e.html
nbdc01054	COXPRESdb		http://coxpresdb.jp/
nbdc01056	The European ribosomal RNA Database		http://bioinformatics.psb.ugent.be/webtools/rRNA/index.html
nbdc01058	PBDB	Pathogenic Bacteria Data Base	http://bac.hs.med.kyoto-u.ac.jp/PBDB-J.html
nbdc01060	SNP Database Network in Japan		http://snpnet.jst.go.jp/top.html
nbdc01061	J-EDI	JAMSTEC E-library of Deep-sea Images	https://www.godac.jamstec.go.jp/jedi/e/index.html
nbdc01063	Deep Sea Image Database		http://www.godac.jamstec.go.jp/dsidb/e/
nbdc01065	Marine Biological Sample Database		http://www.godac.jamstec.go.jp/bio-sample/index_e.html
nbdc01069	JFODB	Japan Fisheries Oceanography Database	http://jfodb.dc.affrc.go.jp/
nbdc01070	ExPASy (Bioinformatics Resource Portal)		http://www.expasy.org/
nbdc01072	The Stem Cell Community		
nbdc01073	ARMLiPDB		http://riodb.ibase.aist.go.jp/liverproteindb1/index.html
nbdc01074	CoP	Co-expressed Biological Processes	http://webs2.kazusa.or.jp/kagiana/cop/
nbdc01075	DAGViz	Directed Acyclic Graphs Viewer	http://www.pgb.kazusa.or.jp/dagviz/
nbdc01078	H-Exp		http://hinv.jp/H-ExP/
nbdc01079	KomicMarket	Kazusa Omics Data Market	http://webs2.kazusa.or.jp/komicmarket/
nbdc01080	MS-MS Fragment Viewer		http://webs2.kazusa.or.jp/msmsfragmentviewer/
nbdc01081	RISH Database	EST Database of Trees for Sustainable Humanosphere	http://database.rish.kyoto-u.ac.jp/arch/acacia-est/data/blast_search.htm
nbdc01083	NITE-CHRIP	NITE Chemical Risk Information Platform	https://www.nite.go.jp/chem/chrip/chrip_search/systemTop
nbdc01084	RefExA	Reference database for gene Expression Analysis	http://sbmdb.genome.rcast.u-tokyo.ac.jp/refexa/main_search.jsp
nbdc01085	Escherichia coil Multi-omics Database		http://ecoli.iab.keio.ac.jp/
nbdc01086	KNApSAck Family		http://www.knapsackfamily.com/KNApSAcK_Family/
nbdc01087	UCSC GenomeBrowser for Functional RNA		http://www.ncrna.org/glocal/cgi-bin/hgGateway
nbdc01088	Department of NBDC Program	NBDC	https://biosciencedbc.jp/en/
nbdc01089	Life Science Database Cross Search		https://dbsearch.biosciencedbc.jp/index.php?lang=en
nbdc01095	TogoProt		https://togoprot.biosciencedbc.jp/R/
nbdc01096	OReFiL	Online Resource Finder for Lifesciences	http://orefil.dbcls.jp/en/
nbdc01098	DRA	DDBJ Sequence Read Archive	https://www.ddbj.nig.ac.jp/dra/index-e.html
nbdc01099	RefEx	Reference Expression dataset	http://refex.dbcls.jp/index.php?lang=en
nbdc01100	Gendoo	Gene, Disease Features Ontology-based Overview System	http://gendoo.dbcls.jp/
nbdc01102	GGRNA		http://ggrna.dbcls.jp/en/
nbdc01104	kusarinoko	Search SRA Entries with PubMed Article	http://g86.dbcls.jp/kusarinoko
nbdc01106	TargetMine		http://targetmine.mizuguchilab.org/
nbdc01107	Tomato SBM Database	Tomato selected BAC clone mixture Database	http://www.kazusa.or.jp/tomato_sbm/
nbdc01108	Plabrain DB	Planarian Brain Database	https://dbarchive.biosciencedbc.jp/en/plabrain-db/desc.html
nbdc01109	Gene Brain Systems.nimh		http://genebrainsystems.nimh.nih.gov/
nbdc01136	ADFS	Allergen Database for Food Safety	https://allergen.nihs.go.jp/ADFS/
nbdc01137	ClEST	Cimex lectularius EST	https://dbarchive.biosciencedbc.jp/en/clest/desc.html
nbdc01138	SSBC	Systems and Structural Biology Center	https://metadb.riken.jp/metadb/db/SciNetS_ria46i
nbdc01140	FuLoJa	Lotus japonicus Full-length cDNA Databases	http://webs2.kazusa.or.jp/IntegrationDBRS/FuLoja/index.html
nbdc01141	MCG CNV Database		http://www.cghtmd.jp/CNVDatabase/top!changeEngLocale
nbdc01142	PMPj-Blast		http://webs2.kazusa.or.jp/IntegrationDBRS/pmpj-blast/
nbdc01143	MFSearcher	Kazusa Molecular Formula Searcher	http://webs2.kazusa.or.jp/mfsearcher/
nbdc01144	PoSSuM	Pocket Similarity Search using Multiple-Sketches	http://possum.cbrc.jp/PoSSuM/
nbdc01145	DoBISCUIT	Database Of BIoSynthesis clusters CUrated and InTegrated	https://www.nite.go.jp/nbrc/pks/
nbdc01146	GTPS	Gene Trek in Prokaryote Space	http://gtps.ddbj.nig.ac.jp/
nbdc01147	BSD	BioSimulated DataBase	http://bsd.genes.nig.ac.jp/bsd_web/Top.jsp
nbdc01148	GIB-IS	Genome Information Broker for Insertion sequence	http://gib-is.genes.nig.ac.jp/
nbdc01153	Sequence Navigator		http://pdbj.org/seq-navi
nbdc01154	DASH	Database of Aligned Structural Homologs	https://sysimm.org/dash/
nbdc01155	CiAID	Ciona intestinalis Adult In situ hybridization Database (ver.2 beta)	http://bioinfo.s.chiba-u.jp/ciaid/
nbdc01156	3DPL	3-Dimensional Protein Localization	https://www.bpni.bio.keio.ac.jp/chordate/3dpl/top.html
nbdc01157	ACBD	Ascidians Chemical Biological Database	https://www.bpni.bio.keio.ac.jp/chordate/acbd/top.html
nbdc01158	Kyoto Human Embryo Visualization Project		http://bird.cac.med.kyoto-u.ac.jp/index_e.html
nbdc01159	List of TP Press Release on Research		http://www.tanpaku.org/e_news_release/
nbdc01160	TP Structure Gallery		http://www.tanpaku.org/tp_gallery/e_index.php
nbdc01161	TP Atlas	Targeted Proteins Atlas	http://www.tanpaku.org/tpatlas/index_e.html
nbdc01162	AT Atlas	Advanced Technologies Atlas	http://www.tanpaku.org/atatlas/index_e.html
nbdc01163	PREIMS	PRotein Experimental Information Management System	http://preims.pdbj.org/preims/index_e.jsp
nbdc01166	Glycan Structure (detail page)		https://jcggdb.jp/idb/indexList.do?id=inchikey
nbdc01167	PACDB	Pathogen Adherence to Carbohydrate Database	https://jcggdb.jp/search/PACDB.cgi?lang=en
nbdc01168	GlycoPOD	GlycoScience Protocol Online Database	https://jcggdb.jp/GlycoPOD/protocolListShow
nbdc01169	TuMaRDB	Tumor Markers Reference Databse	https://jcggdb.jp/search/TuMaRdb.cgi
nbdc01170	JMSDB	Japan Monosacchairde Database	http://jcggdb.jp/search/ChemGlycan.cgi
nbdc01171	GDGDB	Glyco-Disease Genes Database	https://jcggdb.jp/doc/ProjectTop.action?langType=2&projectId=2
nbdc01172	KOmouseDB	Functional Glycomics with KO mice database	https://jcggdb.jp/doc/Project.action?projectId=1&langType=2
nbdc01173	JCGGDB Reports		https://jcggdb.jp/doc/ProjectTop.action?langType=2&projectId=3
nbdc01175	KNApSAcK Biological Activity (Metabolite Activity)		http://www.knapsackfamily.com/MetaboliteActivity/top.jsp
nbdc01177	Metabolomics.JP		http://metabolomics.jp/wiki/Main_Page
nbdc01178	Metadata of BRC mouse resources and phenotypes		https://metadb.riken.jp/metadb/db/rikenbrc_mouse
nbdc01179	Metadata of BRC cell resources		https://metadb.riken.jp/metadb/db/rikenbrc_cell
nbdc01180	BioLOD.org	Biophenome Linked Open Databases	http://biolod.jp/
nbdc01181	Microbiome Datahub		https://mdatahub.org/projects
nbdc01182	MEO	Metagenome/Microbes Environmental Ontology	https://bioportal.bioontology.org/ontologies/MEO
nbdc01183	Metagenome.jp (Human Meta BodyMap)		http://www.metagenomics.jp/mg/
nbdc01185	KEGG MEDICUS		http://www.kegg.jp/kegg/medicus.html
nbdc01187	SNP control database		https://gwas.biosciencedbc.jp/snpdb/snp_top.php
nbdc01188	CNV control DB	copy number variation database	http://gwas.biosciencedbc.jp/cgi-bin/cnvdb/cnv_top.cgi
nbdc01189	CNV association DB	copy number variation association database	http://gwas.biosciencedbc.jp/cgi-bin/cccdb/ccc_top.cgi
nbdc01190	Human Variation DB	human genome variation database	http://gwas.biosciencedbc.jp/cgi-bin/hvdb/hv_top.cgi
nbdc01191	HLA DB	HLA database	https://gwas.biosciencedbc.jp/cgi-bin/hladb/hla_top.cgi
nbdc01192	Allie RDF Data Portal		http://data.allie.dbcls.jp/index_en.html
nbdc01193	SAHG (Archive)	Structure Atlas of Human Genome	https://dbarchive.biosciencedbc.jp/en/sahg/desc.html
nbdc01194	PGDBj	Plant Genome DataBase Japan	http://pgdbj.jp/index.html?ln=en
nbdc01196	Autophagy Database		http://www.tanpaku.org/autophagy/
nbdc01197	Naturalized Plants in Japan ~Seed-Image database~		http://www.rib.okayama-u.ac.jp/wild/okayama_kika_v2/Seed-image-database.html
nbdc01199	RAvariome	Rheumatoid Arthritis variome	http://www.h-invitational.jp/hinv/rav/
nbdc01200	PCDq	Protein Complex Database with complex quality index	http://www.h-invitational.jp/hinv/pcdq/
nbdc01201	"Quarterly journal ""Biohistory"""		https://www.brh.co.jp/en/seimeishi/backnumber/
nbdc01203	TMBETA-DISC		http://psfs.cbrc.jp/tmbetadisc/
nbdc01205	Mutation Database		https://reseq.biosciencedbc.jp/resequence/
nbdc01206	CellMontage		http://cellmontage.cbrc.jp/cgi-bin/index.cgi
nbdc01208	AREsite		http://rna.tbi.univie.ac.at/AREsite
nbdc01209	ASD	Allosteric Database	http://mdl.shsmu.edu.cn/ASD/
nbdc01210	BriX		http://brix.switchlab.org/
nbdc01211	BSDB	Bio-molecule Stretching Database	http://www.ifpan.edu.pl/BSDB/
nbdc01212	WDDD	Worm Developmental Dynamics Database	http://so.qbic.riken.jp/wddd/index.html
nbdc01213	COMBREX	COMputational BRidge to Experiments	http://combrex.bu.edu/
nbdc01214	CCDB	Cervical Cancer Gene Database	https://webs.iiitd.edu.in/raghava/ccdb/
nbdc01218	PmiRKB	Plant microRNA Knowledge Base	http://bis.zju.edu.cn/pmirkb
nbdc01219	TMPad	TransMembrane Protein Helix-Packing Database	http://bio-cluster.iis.sinica.edu.tw/TMPad/
nbdc01220	PSSRdb	Polymorphic Simple Sequence Repeats Database	http://pssrdb.cdfd.org.in/project1.php
nbdc01224	CancerResource		http://data-analysis.charite.de/care/
nbdc01225	HGD	Hymenoptera Genome Database	http://HymenopteraGenome.org
nbdc01226	PDBWiki		http://pdbwiki.org/wiki/Main_Page
nbdc01230	GAIN	Great Ape Information Network	http://www.shigen.nig.ac.jp/gain/top.jsp
nbdc01231	FragmentStore		http://bioinf-applied.charite.de/fragment_store/
nbdc01233	Species Dictionary		http://rgm2.lab.nig.ac.jp/taxonomy/NCBI_taxonomy/browse.php
nbdc01234	Q-TARO	QTL Annotation Rice Online database	http://qtaro.abr.affrc.go.jp/
nbdc01235	OGRO	Overview of functionally characterized Genes in Rice Online database	http://qtaro.abr.affrc.go.jp/ogro/table
nbdc01236	ASPicDB	Alternative Splicing Prediction Data Base	http://srv00.recas.ba.infn.it/ASPicDB/
nbdc01237	SPIKE	Signaling Pathway Integrated Knowledge Engine	http://www.cs.tau.ac.il/~spike/
nbdc01238	UCSC Xena		http://xena.ucsc.edu
nbdc01240	CASA db	Comprehensive Amino Acids Sequences Annotated database	http://www.tanpaku.org/casadb/index.html.en
nbdc01241	FUJI DB	Functionally Annotated Japanese Protein Structural Information	http://www.tanpaku.org/fujidb/index.php?lang=en
nbdc01242	PCI DB	Protein-Compound Interaction Database	http://www.tanpaku.org/pci/pci_home_en.html
nbdc01243	Trypanosomes Database		http://www.tanpaku.org/tdb/
nbdc01244	BISC	BInary SubComplex Database	http://bisc.soe.ucsc.edu
nbdc01245	cBARBEL	Catfish Genome Database	https://www.animalgenome.org/catfish/cbarbel/
nbdc01246	CADgene	Coronary Artery Disease Gene Database	http://www.bioguo.org/CADgene/
nbdc01247	ChemProt		http://potentia.cbs.dtu.dk/ChemProt/
nbdc01248	Clover Garden		http://clovergarden.jp/
nbdc01250	Jatropha Genome Database		http://www.kazusa.or.jp/jatropha/
nbdc01251	LegumeTFDB		http://legumetfdb.psc.riken.jp/
nbdc01252	SoybeanTFDB		http://soybeantfdb.psc.riken.jp/index.pl
nbdc01253	PepBase	A peptide database with MS/MS spectra	http://pepbase.iab.keio.ac.jp/phospho/msb/
nbdc01254	Soybean Marker Database		http://marker.kazusa.or.jp/Soybean/
nbdc01255	KaTomicsDB		http://www.kazusa.or.jp/tomato/index.html
nbdc01256	TOMATOMA (Tomato Mutants Archive)		http://tomatoma.nbrp.jp/index.jsp
nbdc01257	Flora of Nepal Database (Seed plants)		http://umdb.um.u-tokyo.ac.jp/DShokubu/nepal/Seedplants/specimen_dic/findrecords.php?
nbdc01258	LSD	Leaf Senescence Database	https://bigd.big.ac.cn/lsd/
nbdc01259	RIKEN Plant Hormone Research Network		http://hormones.psc.riken.jp/
nbdc01260	LIPS	Live Images of Plant Stomata Database	https://www.higaki-lab.net/lips/
nbdc01261	Tohoku Univ. Brassica Seed Bank		http://www.agri.tohoku.ac.jp/pbreed/Seed_Stock_DB/Stock_English_top.html
nbdc01262	KAOS	The Kazusa Arabidopsis data opening site	http://www.kazusa.or.jp/kaos/
nbdc01264	MICROBIAL CULTURE COLLECTION		http://mcc.nies.go.jp/localeAction.do?lang=en
nbdc01265	KU-MACC	The Kobe University Macro-Algal Culture Collection	http://ku-macc.nbrp.jp/locale/change?lang=en
nbdc01266	Oceanic Islands Plant Specimen Database		http://umdb.um.u-tokyo.ac.jp/DShokubu/spm/English/top.htm
nbdc01267	microForce		http://www.niaes.affrc.go.jp/inventory/microorg_e/index.html
nbdc01268	researchmap		https://researchmap.jp/?lang=en
nbdc01270	PeakDB	HiCEP Peak Database	http://hicepweb.nirs.go.jp/peakdb/query?request=dbmain&lang=ja
nbdc01271	MOLECULAR PROBE LIBRARY		http://www.nirs.qst.go.jp/research/division/mic/db/eng/index.html
nbdc01272	RaDaP	Radiosynthesis Database of PET Probes	http://www.nirs.qst.go.jp/research/division/mic/db2/
nbdc01274	Sagace (Search for Biomedical Data & Resources in Japan)		http://sagace.nibiohn.go.jp/en/index.html
nbdc01276	Gray's Anatomy of the Human Body		https://www.bartleby.com/107/
