prefix	name	description
FAIRsharing.b72908	Genomicus	Genomicus is a genome browser that enables users to navigate in genomes in several dimensions: linearly along chromosome axes, transversaly across different species, and chronologicaly along evolutionary time.
FAIRsharing.b74129	St. Lawrence Global Observatory Data Catalogue	The St. Lawrence Global Observatory (SLGO) Data Catalogue integrates multidisciplinary data from multiple partners within a web portal to aid data discovery and re-use. SLGO uses the Data Catalogue to help with data accessibility, dissemination and exchange as well as provision of electronic information regarding the St. Lawrence ecosystem. This project stores data from areas such as public safety, climate change, transportation, resource management and biodiversity conservation.
FAIRsharing.b7533a	Alternative Splicing Prediction Data Base	ASPicDB is a database designed to provide access to reliable annotations of the alternative splicing pattern of human genes, obtained by ASPic algorithm (T. Castrignano' et al. 2006) and Pintron algorithm (Y. Pirola et al. 2012), and to the functional annotation of predicted isoforms.
FAIRsharing.b78625	Canadian Space Agency Open Data Portal	The Canadian Space Agency Open Data Portal is an open online repository of scientific and related information published by the Canadian Space Agency (CSA). It provides free access to datasets, metadata, and documentation from space missions, earth observation, atmospheric science, space weather, and corporate reports to support research and public use.
FAIRsharing.b7b241	Edition Topoi research platform	The Edition Topoi research platform serves the publication of citable research data such as 3D models, high-resolution pictures, data and databases. The content and its meta data are subject to peer review and made available on an Open Access basis. The published or publishable combination of citable research content and its technical and contextually relevant meta data is defined as Citable. The public data are generated via a cloud and can be directly connected with the individual computing environment.
FAIRsharing.b7evv9	MeGO	MeGO is dedicated to the functions of mobile genetic elements. The terms defined in MeGO are used to annotate phage and plasmid protein families in ACLAME. MeGO is a non-OBO ontology expanded from the Phage Ontology (PhiGO).
FAIRsharing.b7f3ff	ARP Research Data Repository	The HUN-REN Data Repository Platform (HUN-REN ARP) is a new repository infrastructure service that supports the continuous and long-term research data management of the entire HUN-REN research network. The development provides a solution for the secure digital storage, use and reuse of research data as a valuable data asset, as well as its further utilization by the research community and other sectors like the economy.
FAIRsharing.b7f4ce	Canadian Integrated Ocean Observing System Pacific Data Catalogue	The Canadian Integrated Ocean Observing System (CIOOS) Pacific Data Catalogue is an open-access platform for sharing information about the ocean that focuses on Canada’s West Coast. CIOOS Pacific enables users to discover, access, visualize, and download ocean data to support ocean science and management and promotes collaborative opportunities among ocean sectors across Canada.
FAIRsharing.b7f717	Rutgers University Community Repository	RUcore is the institutional digital repository of Rutgers University that collects, preserves, and provides access to the university’s scholarly and educational materials. It archives research outputs, theses and dissertations, faculty publications, datasets, and unique digital collections from the libraries’ special collections.
FAIRsharing.b7gm54	computer network	This resource is no longer available because its underlying source material is not suitable for FAIRsharing.
FAIRsharing.b8233y	Darwin Core translations	The Darwin Core is meant to serve a global community. Access to the documents describing the standard in multiple languages will facilitate open access and global adoption. This resource is meant to be an index to all translations of Darwin Core documents. Anyone interested in providing translations to be hosted with the corpus of the standard should contact the Darwin Core Task Group.
FAIRsharing.b82qvn	Congenital Heart Defects Ontology	Congenital Heart Defects Ontology (CHD) is a standard that represents the ontology of CHD.
FAIRsharing.b83c1e	AgingResearchBiobank	The AgingResearchBiobank was officially announced in January 2019 with a mission to provide a state-of-the-art inventory system for the storage, maintenance and distribution of biospecimens and associated data from numerous NIA-funded longitudinal studies on aging and on clinical trials with the broader scientific community; foster compliance with NIH/NIA resources sharing policies; and, foster science advances to ultimately help extend the healthy, active years of life for the world’s fast-growing population of older adults. Starting on October 2023, the AgingResearchBiobank is also hosting and distributing imaging data available for some of our study collections.
FAIRsharing.b83dd9	MorpheusML model repository	The public MorpheusML model repository collects, curates, documents and tests computational models for multi-scale and multicellular biological systems. Model must be encoded in the model description language MorpheusML. Subsections of the repository distinguish published models from contributed non-published and example models. New models are simulated in Morpheus or Artistoo independently from the authors and results are compared to published results. Successful reproduction is documented on the model's webpage. Models in this repository are included into the CI and test pipelines for each release of the model simulator Morpheus to check and guarantee reproducibility of results across future simulator updates. The model’s webpage provides a History-link to all past model versions and edits that are automatically tracked via Git. Each model is registered with a unique and persistent ID of the format M..... The model description page (incl. the biological context and key results of that model), the model’s XML file, the associated paper, and all further files (often simulation result videos) connected with that model can be retrieved via a persistent URL of the format https://identifiers.org/morpheus/M.....
FAIRsharing.b850f9	India Environment Portal	The India Environment Portal makes environment and development documents from within India publicly available. It contains information from newspapers, journals, magazines, books and other documents.
FAIRsharing.b85b7e	OFA Database	The Orthopedic Foundation for Animals (OFA) database is a comprehensive repository for canine health- screening information, aimed at promoting the welfare of companion animals. Founded in 1966, its mission is to reduce the incidence of genetic disease by collecting health test results and providing tools for veterinarians, breeders and prospective dog owners.
FAIRsharing.b8b8b8	Saskatchewan Conservation Data Centre	SKCDC is a provincial centre that collects, standardizes, and shares data on wild species and ecological communities in Saskatchewan, Canada. It integrates observations from the public, researchers, and other sources to produce species lists, conservation rankings (local, national, global), and maps. Its mission is to support biodiversity conservation by providing accessible, high-quality information to inform planning, policy, and management.
FAIRsharing.b94960	Machine Learning Open Source Software	Our goal is to support a community creating a comprehensive open source machine learning environment. Ultimately, open source machine learning software should be able to compete with existing commercial closed source solutions. To this end, it is not enough to bring existing and freshly developed toolboxes and algorithmic implementations to people's attention. More importantly the MLOSS platform will facilitate collaborations with the goal of creating a set of tools that work with one another. Far from requiring integration into a single package, we believe that this kind of interoperability can also be achieved in a collaborative manner, which is especially suited to open source software development practices.
FAIRsharing.b94a20	EBAS	EBAS is a database hosting observation data of atmospheric chemical composition and physical properties. EBAS hosts data submitted by data originators in support of a number of national and international programs ranging from monitoring activities to research projects. EBAS is developed and operated by the Norwegian Institute for Air Research (NILU).
FAIRsharing.b952rv	NASA/IPAC Extragalactic Database	NASA/IPAC Extragalactic Database (NED) is a comprehensive database of multiwavelength data for extragalactic objects, providing a systematic, ongoing fusion of information integrated from hundreds of large sky surveys and tens of thousands of research publications. The contents and services span the entire observed spectrum from gamma rays through radio frequencies. As new observations are published, they are cross- identified or statistically associated with previous data and integrated into a unified database to simplify queries and retrieval.
FAIRsharing.b9730e	Loughborough Research Repository	The Loughborough Research Repository is an open-access digital archive that collects and preserves the research outputs of Loughborough University. It provides access to a wide range of scholarly materials, including journal articles, conference papers, doctoral theses, and research datasets. The repository aims to increase the visibility, accessibility, and long-term preservation of the university’s research.
FAIRsharing.b9775c	CLIVAR and Carbon Hydrographic Data Office	The mission of the CLIVAR and Carbon Hydrographic Data Office (CCHDO) is to aggregate, standardize, document, and disseminate high quality Conductivity-Temperature-Depth (CTD), hydrographic, carbon, and tracer data collected by GO-SHIP and other repeat hydrography projects, past and present. The CCHDO ensures that these valuable data and their associated documentation are (i) readily available for immediate research and education, (ii) easily accessible through several search and download sites aimed at diverse audiences, (iii) fed into global products such as the World Ocean Atlas, GLODAP, GO-SHIP easy ocean, and the Argo reference database, and (iv) in partnership with NOAA, archived for long-term preservation. Beyond simple accessibility, the CCHDO undertakes meticulous verification, assembly, and documentation, to produce standardized, well-described, reference-quality cruise data products from heterogeneous data submissions. The goal is to maximize data usability for the scientist community and ensure a long service life. Whenever possible, data are provided in four easy-to-use formats: WHP-Exchange, WOCE, WHP netCDF, and CF netCDF.
FAIRsharing.b99dcd	Open Biomedical Imaging Archive	The Open Biomedical Imaging Archive (OBIA) is a repository for archiving biomedical imaging and related clinical data in a common DICOM format. OBIA adopts five data objects (Collection, Individual, Study, Series, and Image) for data organization, accepts the submission of biomedical images of multiple modalities, organs, and diseases. In order to protect personal privacy, OBIA has formulated a unified de-identification and quality control process based on the DICOM standard. In addition, OBIA provides friendly and intuitive web interface for data submission, browsing and retrieval, as well as image retrieval. As of November 2024, OBIA has housed data for a total of 991 individuals, 4244 studies, and 1,946,305 images covering 9 modalities and 30 anatomical sites. Representative imaging modalities are MR, CT, and DX. Anatomical sites include the chest, pelvis, abdomen, head and liver. OBIA offering two types of data accessibility: open access and controlled access. Data access permissions for controlled-access datasets are managed by the submitter. Collectively, OBIA provides a reliable platform for biomedical imaging data management and offers free open access to all publicly available data to support research activities throughout the world.
FAIRsharing.b9d7bc	PKRxiv	A managed open access data repository and visualization platform for collaborative sharing of anonymised, individual-level pharmacokinetic data.
FAIRsharing.b9e4bd	AIP Mutation Database	The AIP Mutation Database collects variants (both pathogenic, non-pathogenic and with unknown significance) related to pituitary adenoma predisposition (PAP) and to familial isolated pituitary adenoma (FIPA) syndromes and their clinical information in order to understand better the molecular and clinical details of the disease. Variants are reported according to the GRCh37/hg19 assembly of the human genome and the reference sequence used is the AIP Locus Reference Genomic.
FAIRsharing.b9td4r	Image Storage Platform for Analysis Management and Mining	A database system for storing Microscopy data for the KU Leuven Live Science Research group.
FAIRsharing.ba3658	ForestPlots.net	ForestPlots.net is a global database and data repository that stores standardized information from long-term forest plot inventories. It brings together data on tree species, location, abundance, growth, mortality, traits, and other ecological variables from forests worldwide. The database supports research in ecology, biodiversity, forestry, and plant sciences, while access to the data is managed according to the permissions of data owners.
FAIRsharing.ba68c5	Open science thesaurus	This tri-lingual thesaurus (French, English, Spanish) structures, with a polyhierarchy, the main concepts of open science. It was initiated by building on existing glossaries and on the taxonomy proposed in the framework of the FOSTER project. It is enriched through a text-mining task of reference documents in the field.
FAIRsharing.ba6a09	GISAID EpiCoV™ Database	China National GeneBank DataBase (CNGBdb) is an official partner of the GISAID Initiative. It provides access to EpiCoV and features the most complete collection of hCoV-19 genome sequences along with related clinical and epidemiological data. With the data from this database scientific researchers can construct a virus phylogenetic tree to reveal the characteristics of the pathogen, and provide effective references for the study and analysis of the evolutionary source and pathological mechanism of the novel coronavirus.
FAIRsharing.ba7335	Loyalist Migrations	The Loyalist Migrations site is an open data GIS platform that visualizes historical migration routes of people who left the United States during and after the American Revolution. It provides spatial dataset layers and maps showing the movements of Loyalists and other migrants using genealogical and archival records.
FAIRsharing.baaa1b	eMaapõu	Geoloogia.info is Estonia’s national geoscience information system, providing open access to geological data collected by research institutions, government agencies, museums, and universities. The platform integrates information on rock samples, drill cores, fossils, mineral resources, geological maps, stratigraphy, and scientific publications. It serves as a central resource for geological research, education, environmental studies, and natural resource management.
FAIRsharing.baae39	TUdatalib	TUdatalib is TU Darmstadt‘s institutional repository for all research data generated or worked with at TU Darmstadt or one of the associated universities of applied sciences.
FAIRsharing.bac679	Canadian Integrated Ocean Observing System Data Catalogue	The Canadian Integrated Ocean Observing System (CIOOS) Data Catalogue is an online open-access data catalogue designed for sharing reliable and high-quality data and information on the state of our oceans. It facilitates access to existing resources, new information, and technology and makes data discoverable. CIOOS captures a selection of Essential Ocean Variables (EOVs) aligned with the Global Ocean Observing System (GOOS), contributing to global efforts of better understanding the ocean, marine issues, and interactions with other earth systems. CIOOS is the result of a successful collaboration between various institutional and non-governmental partners located in the Pacific, the St. Lawrence, and the Atlantic.
FAIRsharing.bac8e4	INTEGRALL	The INTEGRALL database is a freely available tool developed in order to provide an easy access to integron’s DNA sequences and genetic arrangements.
FAIRsharing.bad8f9	Collaborative Spanish Variant Server	Welcome to the Collaborative Spanish Variant Server. CSVS is a crowdsourcing initiative to provide information about the genomic variability of the Spanish population to the scientific/medical community. It is useful for filtering polymorphisms and local variations in the process of prioritizing candidate disease genes. CSVS currently stores information on 2352 unrelated Spanish individuals. We accept submissions from WES or WGS.
FAIRsharing.bae0ec	METASPACE	The METASPACE platform hosts an engine for metabolite annotation of imaging mass spectrometry data as well as a spatial metabolite knowledgebase of the metabolites from thousands of public datasets provided by the community. The METASPACE engine open online platform provides tools for integrated into validated workflows for clinical use exploratory analysis. Submit or interact with high-resolution imaging mass spectrometry (HR imaging MS) spatial data, explore knowledgeable annotations from all datasets using the interactive interface, collaborate with project team members on dataset annotation, or export the metabolite annotations to mine hundreds of thousands of metabolites found in community-provided datasets.
FAIRsharing.bae306	UWA Profiles and Research Repository	The UWA Profiles and Research Repository is an open platform where you can discover University of Western Australia (UWA) staff, find information about their research, teaching, grants, and activities, and access their research outputs.
FAIRsharing.bb17f3	data.sciencespo	data.sciencespo is a repository that offers visibility, sharing and preservation of Humanities and Social Science data collected, curated and processed at Sciences Po. This dataverse instance stores two databases: CDSP, a manually-curated, national level repository of survey data; and an institutional repository that allows self deposit from researchers within SciencesPo.
FAIRsharing.bb24d8	PhenPath	PhenPath includes a database and a tool: PhenPathDB collects all the functional annotations associated with a specific phenotype or to a cluster of phenotypes and PhenPathTOOL retrieves the functional annotations for two or more phenotypes.
FAIRsharing.bb2d92	British Columbia Data Catalogue	The BC Data Catalogue is the place to find B.C. Government data, applications and web services. Government ministries and many broader public sector agencies publish their data resources in the Catalogue.
FAIRsharing.bb4571	ODIS - Catalogue of Sources	"The ODIS ""Catalogue of Sources"" aims to be an online browsable and searchable catalogue of existing ocean related web-based sources/systems of data and information as well as products and services. It will also provide information on products and visualize the landscape (entities and their connections) of ocean data and information sources."
FAIRsharing.bb5c17	Cambium: sharing platform of the MRC CoRE in Restorative Neural Dynamics	Designed to enable the sharing of research data, tools and resources generated by the Medical Research Council Centre of Research Excellence in Restorative Neural Dynamics. Data set classes on this platform include: Recordings of brain activity from humans and rodents Scripts and code used for analysis of data Digital micrographs of brain tissue Code for modelling of neuronal networks Printable 3D models and microcontroller code User registration required for downloading.
FAIRsharing.bb5rna	Sea scientific open data publication	Seanoe (SEA scieNtific Open data Edition) is a publisher of scientific data in the field of marine sciences. It is operated by Sismer within the framework of the Pôle Océan. Data published by SEANOE are available free. They can be used in accordance with the terms of the Creative Commons license selected by the author of data. Seance contributes to Open Access / Open Science movement for a free access for everyone to all scientific data financed by public funds for the benefit of research. An embargo limited to 2 years on a set of data is possible; for example to restrict access to data of a publication under scientific review. Each data set published by SEANOE has a DOI which enables it to be cited in a publication in a reliable and sustainable way. The long-term preservation of data filed in SEANOE is ensured by Ifremer infrastructure.
FAIRsharing.bb6054	City of Pickering Open Data Portal	Open Data Pickering is a municipal open data portal that provides free public access to datasets produced by the City of Pickering and other local agencies. It allows users to explore, download, and reuse information on topics such as infrastructure, planning, transportation, housing, and natural features. The platform also offers geospatial layers and mapping tools to support analysis and visualization.
FAIRsharing.bb864f	TERN EcoPlots	The aim of EcoPlots is to harmonise plot-based ecology data from different sources to enable integrated search and access to data based on different jurisdiction, data sources, feature types, parameters and temporal extent. The EcoPlots is developed based on semantic data integration approach, each of the data sources are mapped to the TERN Plot ontology. Datasets are generally received from custodians in various forms including PostgreSQL database and CSV file format . In data ingestion process, each of the source datasets are mapped to a TERN Plot ontology including identifying and mapping domain feature types, parameters and categorical values to TERN controlled vocabularies, performing data validation routines and resolving taxonomic names. All data are organised in Resource Description Framework (RDF) and stored in a triple store.
FAIRsharing.bb8df0	Lingnan Data Repository	The Lingnan University Data Repository is an online platform for storing, managing, and sharing research datasets produced by faculty and students at Lingnan University.
FAIRsharing.bbbffe	National Institute of Health - National COVID Cohort Collaborative	The National COVID Cohort Collaborative (N3C) is a collaboration among the NCATS-supported Clinical and Translational Science Awards (CTSA) Program hubs, the National Center for Data to Health (CD2H), distributed clinical data networks (PCORnet, OHDSI, ACT, TriNetX), and other partner organizations, with overall stewardship by NIH’s National Center for Advancing Translational Sciences (NCATS). The N3C aims to improve the efficiency and accessibility of analyses with COVID-19 clinical data, expand our ability to analyze and understand COVID, and demonstrate a novel approach for collaborative pandemic data sharing.
FAIRsharing.bbd850	Comprehensive Epidemiological Data Resource	The Comprehensive Epidemiologic Data Resource (CEDR) is the U.S. Department of Energy (DOE) electronic database comprised of health studies of DOE contract workers and environmental studies of areas surrounding DOE facilities.
FAIRsharing.bc140a	American Economic Association Randomized Controlled Trials Registry	The American Economic Association Randomized Controlled Trials (AEA RCT) Registry stores randomised controlled trials from economics and other social sciences. A central registry that lists ongoing, complete and withdrawn trials is important as a source of results for meta-analysis and as a resource to find out about available survey instruments and data. In April 2012, the AEA executive committee decided to establish such a registry for economics and other social sciences.
FAIRsharing.bc23s	GlycoProtDB	GlycoProtDB is a glycoprotein database providing information of Asn (N)-glycosylated proteins and their glycosylated site(s), which were constructed by employing a bottom-up strategy using actual glycopeptide sequences identified by LC/MS-based glycoproteomic technologies. The database is searchable using gene ID, gene name, and its description (protein name) as query. Each data sheet of glycproteins is based on a single amino acid sequence in Wormpep database for C.elegans and NCBI Refseq database for mouse. The sheet presents actually detected N-glycosylation site(s) which are displayed each capturing methods of glycopeptide subset, e.g., lectins Concanavalin A, wheat germ agglutinin (WGA), or HILIC (hydrophilic interaction chromatography), as well as potential N-glycosylation sites (NX[STC], X≠P). Protein sequences, which have common glycopeptide sequence(s), are linked each other.
FAIRsharing.bc25ec	LAUDATIO	LAUDATIO is an open access repository for historical corpora with open-format in terms of corpus data. As a publication and documentation platform at Humboldt-Universität zu Berlin, LAUDATIO increases the visibility, referencing and findability of research results.
FAIRsharing.bc3cnk	Visualizing Continuous Health Usability Test Results Dataset	The dataset was obtained from series of usability tests on a software tool for visualizing continuous health status of a modeled patient. The emphasis of this results are on the hFigures visualization llibrary. The software is a dashboard for visualizing the health status of a modeled virtual patient improving the health condition over a coaching program. The files are in machine-readable format saved as comma separated values. The questionnaires applied were: After Scenario Questionnaire Computer System Usability Questionnaire Nielsen’s Heuristic Evaluation The questionnaires were done using the web application by Gary Perlman available in the url: garyperlman.com/quest/ the file laboratory.csv contains the tasks and their time to completion along with the errors occurred. The tasks, software tool and research context is available in the article submitted to BMC Medical Informatics & Decision Making. The experiment included three usability experts and eleven non-expert users. The file asq.csv contains the answers to the three questions of the After Scenario Questionnaire. The file csuq.csv contains the answers to the 19 questions of the Computer System Usability Questionnaire. The file heuristics.csv contains the answers to the 10 questions of the Nielsen’s Heuristic Evaluation. This datasets are available under the MIT license.
FAIRsharing.bc4630	RWTH Publications	RWTH Publications is the institutional repository of RWTH Aachen University for preserving, documenting, and disseminating the university's scholarly output. It provides open access to publications as well as research datasets and software, while also serving as the official record of research produced by RWTH researchers. Covering all academic disciplines represented at the university, the repository supports long-term preservation, discoverability, and compliance with Open Access and research data management practices.
FAIRsharing.bc7f13	Korea Polar Data Center	The Korea Polar Data Center (KPDC) is a national repository that collects, manages, and preserves scientific data generated by South Korea’s polar research activities in the Arctic and Antarctic regions. It provides metadata freely to the public and allows access to raw research data for scientific and non-commercial purposes, supporting studies in fields like oceanography, atmospheric science, and climate research.
FAIRsharing.bca16f	Danish (Q)SAR Database	Predictive toxicology database of (Q)SAR models and chemical structures they were trained from.
FAIRsharing.bcaaa1	ScholeXplorer	ScholeXplorer stores a graph of links among datasets and literature objects. These objects, and the links between them, are provided by data sources managed by publishers, data centers, or other organizations providing data set / publication linking services such as CrossRef, DataCite, and OpenAIRE. ScholeXplorer aggregates, harmonizes and de-duplicates link metadata harvested from these data sources. The graph is openly accessible via search APIs that return links in Scholix format.
FAIRsharing.bcdtjc	Enzyme Portal	The Enzyme Portal is for those interested in the biology of enzymes and proteins with enzymatic activity. It integrates publicly available information about enzymes, such as small-molecule chemistry, biochemical pathways and drug compounds. It contains enzyme-related information from resources developed at the EBI, and presents it via a unified user experience. The Enzyme Portal team does not curate enzyme information and therefore is a secondary information resource or portal.
FAIRsharing.bcf167	SPHN Metadata Catalog	The SPHN Metadata Catalog is a FAIR-compliant metadata platform developed by the Swiss Personalized Health Network (SPHN) to support the discovery, exploration, and reuse of health research datasets available in Switzerland. It provides rich, structured metadata based on the HealthDCAT Application Profile and the FAIR Data Point specification, complemented by quantitative dataset statistics (VoID) and interactive schema visualisation. The catalog enables researchers to assess dataset content, structure, and suitability for reuse without exposing sensitive data, while supporting both human- and machine-readable access through Semantic Web standards and a SPARQL endpoint.
FAIRsharing.bd2e1f	European Virus Archive	The European Virus Archive (EVA) project is a comprehensive resource that enhances global virology research by providing access to a vast collection of virus strains, derived material and services. This initiative aims to support the scientific community by facilitating the sharing of high-quality virological materials. EVA serves as a critical infrastructure for public health and research institutions worldwide, enabling rapid response to emerging viral threats and fostering advancements in virology research.
FAIRsharing.bd2e6b	Sloan Digital Sky Survey	The Sloan Digital Sky Survey (SDSS) is a large-scale international astronomy project that has systematically mapped the sky through imaging and spectroscopic surveys since 2000. It provides open access to extensive datasets on stars, galaxies, quasars, and the large-scale structure of the Universe. SDSS combines observational data, catalogs, and derived measurements into a comprehensive resource used for research in astronomy, astrophysics, and cosmology.
FAIRsharing.bd38d9	Internal Control Genes	ICG is a curated knowledgebase of internal control genes (or reference genes) for RT-qPCR normalization in a variety of species. Based on literature curation, ICG provides a comprehensive collection of high-quality experimentally verified internal control genes and their application scenarios for both model and non-model organisms.
FAIRsharing.bd4fb1	RIVMdata	RIVMdata is a metadata catalog. This catalog is filled with the metadata of RIVM datasets. ISO 19115 standard is used as the metadata standard. The catalog consists of an internal site, which is only accessible to RIVM employees, and an external site, in which the metadata is accessible to the general public.
FAIRsharing.bd916e	OEDataRep INGV - Osservatorio Etneo Open Data repository	Open Data repository focused on dataset publication by INGV OE - Osservatorio Etneo. The Catania-Osservatorio Etneo Section is a public scientific institution of the National Institute of Geophysics and Volcanology (INGV) which carries out research, monitoring and surveillance activities in the fields of geophysics and volcanology.
FAIRsharing.bdaafa	Consensus Cancer Core Database	Tri©DB is a newly developed integrated platform functioning as a knowledge base and reporting system for cancer precision medicine. This platform harmonizes and mines cancer-related data from various aspects, presenting them on a centralized platform with enhanced accessibility, rich annotations, and robust analysis capabilities. The development of Tri©DB is aimed at meeting the needs of a broad range of researchers, thereby propelling both foundational and translational research in cancer precision medicine.
FAIRsharing.bdbde1	Oligogenic diseases database	OLIDA is a curated database of oligogenic diseases and the variants in genes that have been published as causing these diseases. The combinations of variants that are contained in this database have been identified by researchers as being the cause of certain genetic diseases.
FAIRsharing.bdd731	Stockholm University Figshare	Stockholm University Figshare is the institutional research data repository of Stockholm University. It enables researchers to preserve, publish, and share research datasets and other research outputs across all disciplines. The repository supports long-term preservation, assigns DOIs to published datasets, and promotes FAIR data management to improve the visibility and reuse of research outputs.
FAIRsharing.bdefde	CoCoON	"CoCoON for ""Digital Oral Corpus COllections"" is a technical platform that supports oral resource producers in creating, structuring and archiving their corpuses. A corpus can be composed of recordings (generally audio), possibly accompanied by annotations of these recordings."
FAIRsharing.bdf6ab	International Traditional Medicine Clinical Trial Registry Identifier	Identifier schema for International Traditional Medicine Clinical Trial Registry
FAIRsharing.bdfd90	Polonsky Foundation Digitization Project	Through the generous support of The Polonsky Foundation, this project made 1.5 million digitized pages freely available. Portions of the Biblioteca Apostolica Vaticana (Vatican Library) and the Bodleian Libraries’ collections of Hebrew manuscripts, Greek manuscripts, and incunabula were selected for digitization by a team of scholars and curators from around the world. The selection process was informed by a balance of scholarly and practical concerns; conservation staff at the Bodleian and Vatican Libraries worked with curators to assess not only the significance of the content, but the physical condition of the items, prioritizing items that are robust enough to withstand being transported to the imaging studio and handled by the photographers. In order to preserve the integrity and completeness of the manuscript collections, the libraries also agreed to digitize whole collections where appropriate. While the Vatican and the Bodleian had been creating digital images from our collections for a number of years, this project provided an opportunity for both libraries to increase the scale of their digitization services. In both cases, this meant significant investments in the equipment, infrastructure and people that make digitization possible. Over the course of this project, both libraries also revealed information about their digitization techniques and methods.
FAIRsharing.bdn9br	LipidBank	LipidBank is an open, publicly free database of natural lipids including fatty acids, glycerolipids, sphingolipids, steroids, and various vitamins.
FAIRsharing.bdv7z3	PRofils pour l'Identification Automatique du Metabolisme	In English, PRIAM stands for enzyme-specific profiles for metabolic pathway prediction. PRIAM is a method for automated enzyme detection in a fully sequenced genome, based on all sequences available in the ENZYME database.
FAIRsharing.be087f	data.bris Research Data Repository	The data.bris Research Data Repository is an online digital repository of multi-disciplinary research datasets produced at the University of Bristol. The University of Bristol’s mission is to pursue and share knowledge and understanding, both for their own sake and to help individuals and society fulfil their potential. The University is research-intensive, supporting both individual scholarship and interdisciplinary or thematic research of the highest quality. The Research Data Repository offers a means for Bristol’s researchers to share research data openly and with restricted access. Data.bris is maintained by the University of Bristol Research Data Service.
FAIRsharing.be094e	Balearic Islands Coastal Observing System Data Repository	The Balearic Islands Coastal Observing System Data Repository (SOCIB) Data Repository contains data collected for both coastal and open ocean regions. The collection includes data from, high frequency radar, gliders, drifters, research vessel instruments, profilers, and moorings, amongst others, and advanced numerical model simulations from the Forecasting System.
FAIRsharing.be373e	SCAR Antarctic Biodiversity Portal	Antarctic marine and terrestrial biodiversity data is widely scattered, patchy and often not readily accessible. In many cases the data is in danger of being irretrievably lost. Biodiversity.aq establishes and supports a distributed system of interoperable databases, giving easy access through a single internet portal to a set of resources relevant to research, conservation and management pertaining to Antarctic biodiversity. biodiversity.aq provides access to both marine and terrestrial Antarctic biodiversity data.
FAIRsharing.be560c	Repository for Open Data	RepOD is a general-purpose repository for open research data, offering all members of the academic community in Poland the possibility to deposit their work. It is intended for scientific data from all disciplines of knowledge and in all formats. The purpose of RepOD is to create a place where research data can be safely stored and openly shared with others.
FAIRsharing.be7454	The PrimePages: prime number research & records	The site maintains a list of the 5000 largest known prime numbers which is updated hourly, and provides a collection of research, records and results all about prime numbers.
FAIRsharing.be9dj8	Interdisciplinary Earth Data Alliance	IEDA systems serve as primary community data collections for global geochemistry and marine Geoscience research to support the preservation, discovery, retrieval, and analysis of a wide range of observational field and analytical data types, enabling these data to be discovered and reused by a diverse community now and in the future. IEDA provides free and open access to all data holdings.
FAIRsharing.bece4c	MISTRALS	The MISTRALS database is a collection of information from satellite, geological and modelling data derived from a number of different data sources both within and without the MISTRALS community. The MISTRALS initiative has 6 programmes - BioDivMex, ChArMEx, HyMex, MERMex, PaleoMex, and SICMED. Registration is required for download.
FAIRsharing.befb35	Iowa Research Online - University of Iowa Repository	Iowa Research Online (ISSN 2476-1680 (online)) preserves and provides access to the research and creative scholarship created by the University of Iowa's faculty, students, and staff. The research papers, theses, dissertations, books, conference presentations, journals, data and multimedia here represent Iowa's rich intellectual and cultural community.
FAIRsharing.beffb7	Target Illumination GWAS Analytics	IDG TIGA (Target Illumination GWAS Analytics) an application for illuminating understudied drug targets. It enables ranking, filtering and interpretation of inferred gene–trait associations aggregated across studies from the NHGRI-EBI GWAS Catalog.
FAIRsharing.BEKtQ3	GrapeMine	GrapeMine is dedicated to grapevine data. It provides access to many kind of data types like genomic annotation data as well as SNPs, markers and phenotyping data.
FAIRsharing.bemzxg	PhysioNet	The PhysioNet Resource is intended to stimulate current research and new investigations in the study of complex biomedical and physiologic signals. It offers free web access to large collections of recorded physiologic signals and related open-source software. Data includes well-characterized digital recordings of physiologic signals, time series, and related data for use by the biomedical research community. PhysioNet includes collections of cardiopulmonary, neural, and other biomedical signals from healthy subjects and patients with a variety of conditions with major public health implications, including sudden cardiac death, congestive heart failure, epilepsy, gait disorders, sleep apnea, and aging.
FAIRsharing.bey51s	Banana Anatomy Ontology	The Banana Anatomy Ontology is part of the Crop Ontology (CO) project. The Crop Ontology has been created to compile validated concepts along with their inter-relationships on anatomy, structure and phenotype of Crops, on trait measurement and methods as well as on Germplasm with the multi-crop passport terms. The concepts of the CO are being used to curate agronomic databases and describe the data. The use of ontology terms to describe agronomic phenotypes and the accurate mapping of these descriptions into databases is important in comparative phenotypic and genotypic studies across species and gene-discovery experiments as it provides harmonized description of the data and therefore facilitates the retrieval of information.
FAIRsharing.bf340c	ESS SciCat	Scicat is a metadata catalogue allows users to access information about experimental results, measured at the European Spallation Source (ESS).
FAIRsharing.bf6311	UWinnipeg Borealis	The UWinnipeg Borealis is the University of Winnipeg’s research data repository hosted on the Canadian Borealis Dataverse platform. It stores and shares finalized research datasets created by University of Winnipeg researchers, making them discoverable and citable online.
FAIRsharing.bf65d9	meereisportal.de Data Portal	The data and image archive of meereisportal.de is an open data portal providing sea ice data for the Arctic and Antarctic. In addition to graphic representations of the underlying verified data and derived data products, it is also possible to download the data for further processing. It is intended as a service both for scientific groups performing research on sea ice and as a platform for communicating the results of their research. Information is available in German and English. The URL seaiceportal.de is used to designate those areas of the website, such as this data portal, which are available in English.
